line,calculated_delay,date,time,vehicle_number
16,1,2025-12-30,07:40,613
17,1,2025-12-30,07:40,365
17,0,2025-12-30,07:40,375
17,3,2025-12-30,07:40,806
17,0,2025-12-30,07:40,383
18,4,2025-12-30,07:40,216
18,1,2025-12-30,07:40,002
18,1,2025-12-30,07:40,232
19,2,2025-12-30,07:40,468
19,3,2025-12-30,07:40,465
19,-1,2025-12-30,07:40,618
19,2,2025-12-30,07:40,622
20,3,2025-12-30,07:40,018
20,-1,2025-12-30,07:40,788
20,2,2025-12-30,07:40,505
20,0,2025-12-30,07:40,016
20,0,2025-12-30,07:40,020
20,0,2025-12-30,07:40,510
21,1,2025-12-30,07:40,654
21,1,2025-12-30,07:40,611
21,-1,2025-12-30,07:40,464
21,0,2025-12-30,07:40,472
21,4,2025-12-30,07:40,619
21,1,2025-12-30,07:40,626
23,1,2025-12-30,07:41,009
23,2,2025-12-30,07:41,305
24,0,2025-12-30,07:41,377
24,0,2025-12-30,07:41,808
24,-1,2025-12-30,07:41,379
24,-1,2025-12-30,07:41,822
24,2,2025-12-30,07:41,821
24,0,2025-12-30,07:41,377
25,0,2025-12-30,07:41,628
25,2,2025-12-30,07:41,651
25,-1,2025-12-30,07:41,488
25,2,2025-12-30,07:41,458
25,3,2025-12-30,07:41,460
26,1,2025-12-30,07:41,371
26,2,2025-12-30,07:41,367
26,2,2025-12-30,07:41,367
26,8,2025-12-30,07:41,317
26,-1,2025-12-30,07:41,388
27,0,2025-12-30,07:41,311
27,1,2025-12-30,07:41,325
27,-1,2025-12-30,07:41,011
28,2,2025-12-30,07:41,409
28,1,2025-12-30,07:41,015
28,0,2025-12-30,07:41,014
28,0,2025-12-30,07:41,409
28,-1,2025-12-30,07:41,406
28,0,2025-12-30,07:41,014
29,0,2025-12-30,07:41,224
29,1,2025-12-30,07:41,004
29,0,2025-12-30,07:41,208
30,1,2025-12-30,07:41,209
30,2,2025-12-30,07:41,209
30,-1,2025-12-30,07:41,214
100,4,2025-12-30,07:41,483
100,3,2025-12-30,07:41,487
100,3,2025-12-30,07:41,450
100,-1,2025-12-30,07:41,461
101,-1,2025-12-30,07:41,212
101,0,2025-12-30,07:41,206
102,0,2025-12-30,07:41,914
103,0,2025-12-30,07:41,254
103,-1,2025-12-30,07:41,215
104,0,2025-12-30,07:41,318
104,2,2025-12-30,07:41,300
105,3,2025-12-30,07:41,306
105,0,2025-12-30,07:41,320
105,1,2025-12-30,07:41,320
107,1,2025-12-30,07:41,312
109,1,2025-12-30,07:41,211
111,1,2025-12-30,07:41,225
112,0,2025-12-30,07:41,205
112,-1,2025-12-30,07:41,205
122,1,2025-12-30,07:41,308
123,3,2025-12-30,07:41,324
142,0,2025-12-30,07:41,926
1,1,2025-12-30,07:53,250
1,-1,2025-12-30,07:53,259
1,4,2025-12-30,07:53,255
1,3,2025-12-30,07:53,251
1,1,2025-12-30,07:53,226
2,-1,2025-12-30,07:53,372
2,4,2025-12-30,07:53,354
2,0,2025-12-30,07:53,376
2,0,2025-12-30,07:53,368
3,3,2025-12-30,07:53,357
3,1,2025-12-30,07:53,364
3,0,2025-12-30,07:53,823
4,-2,2025-12-30,07:53,463
4,3,2025-12-30,07:53,623
4,3,2025-12-30,07:53,476
4,2,2025-12-30,07:53,485
5,4,2025-12-30,07:53,386
5,1,2025-12-30,07:53,366
5,-1,2025-12-30,07:53,373
5,1,2025-12-30,07:53,359
5,0,2025-12-30,07:53,361
5,0,2025-12-30,07:53,355
6,5,2025-12-30,07:53,322
6,0,2025-12-30,07:53,302
6,1,2025-12-30,07:53,316
7,0,2025-12-30,07:53,219
7,-1,2025-12-30,07:53,241
7,2,2025-12-30,07:53,253
8,-2,2025-12-30,07:53,801
8,2,2025-12-30,07:53,356
8,-1,2025-12-30,07:53,378
8,1,2025-12-30,07:53,380
8,2,2025-12-30,07:53,387
9,0,2025-12-30,07:53,006
9,-2,2025-12-30,07:53,136
9,0,2025-12-30,07:53,240
9,6,2025-12-30,07:53,261
9,1,2025-12-30,07:53,257
10,4,2025-12-30,07:53,612
10,3,2025-12-30,07:53,470
10,3,2025-12-30,07:53,470
10,1,2025-12-30,07:53,478
10,0,2025-12-30,07:53,624
11,0,2025-12-30,07:53,013
11,3,2025-12-30,07:53,405
12,2,2025-12-30,07:53,314
12,0,2025-12-30,07:53,008
12,-1,2025-12-30,07:53,315
12,0,2025-12-30,07:53,310
13,3,2025-12-30,07:53,001
13,1,2025-12-30,07:53,005
13,0,2025-12-30,07:53,204
14,-1,2025-12-30,07:53,456
14,2,2025-12-30,07:53,017
15,6,2025-12-30,07:53,207
15,3,2025-12-30,07:53,218
16,2,2025-12-30,07:53,614
16,2,2025-12-30,07:53,477
16,1,2025-12-30,07:53,621
16,3,2025-12-30,07:53,613
16,5,2025-12-30,07:53,475
17,-1,2025-12-30,07:53,365
17,0,2025-12-30,07:53,375
17,1,2025-12-30,07:53,806
17,-1,2025-12-30,07:53,383
18,4,2025-12-30,07:53,216
18,-1,2025-12-30,07:53,002
18,2,2025-12-30,07:53,232
19,1,2025-12-30,07:53,468
19,5,2025-12-30,07:53,465
19,1,2025-12-30,07:53,467
19,3,2025-12-30,07:53,622
19,1,2025-12-30,07:53,653
20,0,2025-12-30,07:53,788
20,1,2025-12-30,07:53,505
20,1,2025-12-30,07:53,016
20,0,2025-12-30,07:53,020
20,1,2025-12-30,07:53,510
20,1,2025-12-30,07:53,018
21,2,2025-12-30,07:53,611
21,-1,2025-12-30,07:53,464
21,-1,2025-12-30,07:53,472
21,7,2025-12-30,07:53,619
21,2,2025-12-30,07:53,626
21,0,2025-12-30,07:53,616
21,0,2025-12-30,07:53,611
22,0,2025-12-30,07:53,414
22,0,2025-12-30,07:53,512
23,2,2025-12-30,07:53,009
23,1,2025-12-30,07:53,305
23,0,2025-12-30,07:53,010
24,1,2025-12-30,07:53,808
24,2,2025-12-30,07:53,379
24,-1,2025-12-30,07:53,822
24,3,2025-12-30,07:53,821
24,1,2025-12-30,07:53,377
24,0,2025-12-30,07:53,808
25,2,2025-12-30,07:53,651
25,0,2025-12-30,07:53,488
25,3,2025-12-30,07:53,458
25,2,2025-12-30,07:53,460
25,-1,2025-12-30,07:53,628
26,2,2025-12-30,07:53,371
26,0,2025-12-30,07:53,367
26,5,2025-12-30,07:53,317
26,2,2025-12-30,07:53,388
27,1,2025-12-30,07:53,311
27,-1,2025-12-30,07:53,309
27,-1,2025-12-30,07:53,325
27,1,2025-12-30,07:53,011
27,0,2025-12-30,07:53,311
28,1,2025-12-30,07:53,015
28,-1,2025-12-30,07:53,789
28,-1,2025-12-30,07:53,409
28,0,2025-12-30,07:53,015
28,0,2025-12-30,07:53,406
28,2,2025-12-30,07:53,014
29,0,2025-12-30,07:53,004
29,0,2025-12-30,07:53,208
29,-1,2025-12-30,07:53,217
30,1,2025-12-30,07:53,209
30,2,2025-12-30,07:53,209
30,-1,2025-12-30,07:53,214
100,5,2025-12-30,07:53,483
100,1,2025-12-30,07:53,480
100,-1,2025-12-30,07:53,455
100,5,2025-12-30,07:53,487
100,-1,2025-12-30,07:53,450
100,1,2025-12-30,07:53,461
102,0,2025-12-30,07:53,914
102,0,2025-12-30,07:53,914
103,1,2025-12-30,07:53,254
103,1,2025-12-30,07:53,222
104,0,2025-12-30,07:53,318
105,4,2025-12-30,07:53,306
105,1,2025-12-30,07:53,320
107,3,2025-12-30,07:53,312
108,2,2025-12-30,07:53,227
109,2,2025-12-30,07:53,211
111,4,2025-12-30,07:53,225
112,0,2025-12-30,07:53,205
112,3,2025-12-30,07:53,205
113,-1,2025-12-30,07:53,220
122,5,2025-12-30,07:53,308
123,-1,2025-12-30,07:53,324
1,2,2025-12-30,08:19,259
1,2,2025-12-30,08:19,255
1,2,2025-12-30,08:19,226
1,1,2025-12-30,08:19,258
2,5,2025-12-30,08:19,354
2,-1,2025-12-30,08:19,360
2,2,2025-12-30,08:19,370
3,2,2025-12-30,08:19,389
3,-1,2025-12-30,08:19,823
3,3,2025-12-30,08:19,358
3,1,2025-12-30,08:19,357
4,5,2025-12-30,08:19,462
4,2,2025-12-30,08:19,474
4,0,2025-12-30,08:19,485
4,0,2025-12-30,08:19,463
5,0,2025-12-30,08:19,373
5,1,2025-12-30,08:19,359
5,1,2025-12-30,08:19,355
5,0,2025-12-30,08:19,382
5,0,2025-12-30,08:19,386
6,0,2025-12-30,08:19,302
6,-1,2025-12-30,08:19,316
6,3,2025-12-30,08:19,322
7,1,2025-12-30,08:19,203
7,-1,2025-12-30,08:19,253
7,0,2025-12-30,08:19,219
7,-2,2025-12-30,08:19,263
8,3,2025-12-30,08:19,378
8,4,2025-12-30,08:19,387
8,-1,2025-12-30,08:19,384
9,2,2025-12-30,08:19,138
9,1,2025-12-30,08:19,257
9,0,2025-12-30,08:19,006
10,0,2025-12-30,08:19,470
10,2,2025-12-30,08:19,624
10,2,2025-12-30,08:19,624
10,0,2025-12-30,08:19,486
11,0,2025-12-30,08:19,511
11,0,2025-12-30,08:19,401
12,2,2025-12-30,08:19,008
12,-1,2025-12-30,08:19,315
12,-1,2025-12-30,08:19,310
12,1,2025-12-30,08:19,314
13,-2,2025-12-30,08:19,005
13,2,2025-12-30,08:19,204
14,5,2025-12-30,08:19,410
14,5,2025-12-30,08:19,410
15,4,2025-12-30,08:19,207
15,2,2025-12-30,08:19,218
15,4,2025-12-30,08:19,003
16,1,2025-12-30,08:19,477
16,1,2025-12-30,08:19,621
16,5,2025-12-30,08:19,475
16,-1,2025-12-30,08:19,457
17,1,2025-12-30,08:19,375
17,-1,2025-12-30,08:19,824
17,0,2025-12-30,08:19,351
18,3,2025-12-30,08:19,229
18,1,2025-12-30,08:19,002
18,2,2025-12-30,08:19,234
19,3,2025-12-30,08:19,467
19,1,2025-12-30,08:19,618
19,1,2025-12-30,08:19,653
19,0,2025-12-30,08:19,468
20,1,2025-12-30,08:19,016
20,3,2025-12-30,08:19,020
20,1,2025-12-30,08:19,510
20,3,2025-12-30,08:19,018
20,-1,2025-12-30,08:19,505
21,0,2025-12-30,08:19,472
21,0,2025-12-30,08:19,619
21,-1,2025-12-30,08:19,626
21,3,2025-12-30,08:19,616
21,4,2025-12-30,08:19,611
21,0,2025-12-30,08:19,464
21,0,2025-12-30,08:19,472
22,0,2025-12-30,08:19,512
22,1,2025-12-30,08:19,414
23,0,2025-12-30,08:19,305
23,0,2025-12-30,08:19,010
24,2,2025-12-30,08:19,822
24,1,2025-12-30,08:19,821
24,0,2025-12-30,08:19,377
24,1,2025-12-30,08:19,808
24,0,2025-12-30,08:19,379
25,4,2025-12-30,08:19,488
25,-1,2025-12-30,08:19,460
25,0,2025-12-30,08:19,628
25,2,2025-12-30,08:19,651
26,3,2025-12-30,08:19,388
26,3,2025-12-30,08:19,371
27,2,2025-12-30,08:19,309
27,1,2025-12-30,08:19,311
28,-1,2025-12-30,08:19,789
28,0,2025-12-30,08:19,406
28,-1,2025-12-30,08:19,015
28,0,2025-12-30,08:19,789
28,-1,2025-12-30,08:19,014
29,1,2025-12-30,08:19,231
29,0,2025-12-30,08:19,217
30,2,2025-12-30,08:19,214
30,0,2025-12-30,08:19,209
100,0,2025-12-30,08:19,480
100,5,2025-12-30,08:19,455
100,2,2025-12-30,08:19,461
100,3,2025-12-30,08:19,483
101,1,2025-12-30,08:19,212
102,0,2025-12-30,08:19,308
103,1,2025-12-30,08:19,215
103,2,2025-12-30,08:19,222
103,1,2025-12-30,08:19,254
105,3,2025-12-30,08:19,320
105,0,2025-12-30,08:19,306
112,3,2025-12-30,08:20,205
112,0,2025-12-30,08:20,205
123,1,2025-12-30,08:20,324
126,0,2025-12-30,08:20,240
142,1,2025-12-30,08:20,926
1,0,2025-12-30,08:47,255
1,3,2025-12-30,08:47,250
1,0,2025-12-30,08:47,259
2,0,2025-12-30,08:47,376
2,3,2025-12-30,08:47,372
2,1,2025-12-30,08:47,354
3,0,2025-12-30,08:47,823
3,0,2025-12-30,08:47,358
3,0,2025-12-30,08:47,357
3,2,2025-12-30,08:47,364
4,0,2025-12-30,08:47,474
4,3,2025-12-30,08:47,476
4,1,2025-12-30,08:47,463
4,0,2025-12-30,08:47,623
5,1,2025-12-30,08:47,361
5,1,2025-12-30,08:47,382
5,0,2025-12-30,08:47,386
5,1,2025-12-30,08:47,386
5,1,2025-12-30,08:47,366
5,0,2025-12-30,08:47,373
5,0,2025-12-30,08:47,359
6,0,2025-12-30,08:47,316
6,3,2025-12-30,08:47,302
7,4,2025-12-30,08:47,253
7,1,2025-12-30,08:47,263
7,1,2025-12-30,08:47,219
7,1,2025-12-30,08:47,241
8,-2,2025-12-30,08:47,380
8,0,2025-12-30,08:47,387
8,3,2025-12-30,08:47,384
8,1,2025-12-30,08:47,356
9,3,2025-12-30,08:47,261
9,1,2025-12-30,08:47,257
9,2,2025-12-30,08:47,262
9,2,2025-12-30,08:47,006
9,1,2025-12-30,08:47,136
10,0,2025-12-30,08:47,624
10,3,2025-12-30,08:47,486
10,3,2025-12-30,08:47,486
10,1,2025-12-30,08:47,612
11,2,2025-12-30,08:47,405
11,0,2025-12-30,08:47,013
12,-1,2025-12-30,08:47,310
12,-1,2025-12-30,08:47,315
12,-1,2025-12-30,08:47,314
12,2,2025-12-30,08:47,008
13,8,2025-12-30,08:47,204
13,1,2025-12-30,08:47,005
14,1,2025-12-30,08:47,017
14,0,2025-12-30,08:47,410
14,7,2025-12-30,08:47,410
14,1,2025-12-30,08:47,017
15,-1,2025-12-30,08:47,218
15,1,2025-12-30,08:47,207
16,5,2025-12-30,08:47,613
16,0,2025-12-30,08:47,614
16,1,2025-12-30,08:47,477
17,0,2025-12-30,08:47,383
17,1,2025-12-30,08:47,365
18,0,2025-12-30,08:47,002
18,0,2025-12-30,08:47,232
18,3,2025-12-30,08:47,234
18,0,2025-12-30,08:47,216
19,-1,2025-12-30,08:47,618
19,4,2025-12-30,08:47,622
19,0,2025-12-30,08:47,468
19,1,2025-12-30,08:47,465
20,0,2025-12-30,08:47,020
20,0,2025-12-30,08:47,510
20,1,2025-12-30,08:47,505
20,1,2025-12-30,08:47,016
21,3,2025-12-30,08:47,626
21,0,2025-12-30,08:47,616
21,2,2025-12-30,08:47,464
21,1,2025-12-30,08:47,472
21,1,2025-12-30,08:47,619
21,0,2025-12-30,08:47,626
22,1,2025-12-30,08:47,414
22,-1,2025-12-30,08:47,402
23,0,2025-12-30,08:47,305
23,2,2025-12-30,08:48,009
24,2,2025-12-30,08:48,377
24,-1,2025-12-30,08:48,808
24,0,2025-12-30,08:48,379
24,0,2025-12-30,08:48,821
25,0,2025-12-30,08:48,460
25,0,2025-12-30,08:48,628
25,1,2025-12-30,08:48,651
25,4,2025-12-30,08:48,488
26,2,2025-12-30,08:48,388
26,1,2025-12-30,08:48,371
26,3,2025-12-30,08:48,367
27,1,2025-12-30,08:48,011
27,2,2025-12-30,08:48,309
28,-1,2025-12-30,08:48,789
28,0,2025-12-30,08:48,406
28,0,2025-12-30,08:48,014
28,0,2025-12-30,08:48,406
28,3,2025-12-30,08:48,015
29,0,2025-12-30,08:48,217
29,1,2025-12-30,08:48,004
30,1,2025-12-30,08:48,209
30,2,2025-12-30,08:48,209
100,1,2025-12-30,08:48,450
100,0,2025-12-30,08:48,461
100,3,2025-12-30,08:48,483
100,2,2025-12-30,08:48,480
100,2,2025-12-30,08:48,455
101,0,2025-12-30,08:48,212
102,-1,2025-12-30,08:48,308
103,0,2025-12-30,08:48,222
103,1,2025-12-30,08:48,254
104,1,2025-12-30,08:48,318
105,0,2025-12-30,08:48,306
105,1,2025-12-30,08:48,306
105,-1,2025-12-30,08:48,320
107,2,2025-12-30,08:48,312
108,3,2025-12-30,08:48,227
109,4,2025-12-30,08:48,211
109,6,2025-12-30,08:48,211
111,-1,2025-12-30,08:48,225
112,2,2025-12-30,08:48,205
123,-1,2025-12-30,08:48,324
126,-1,2025-12-30,08:48,240
126,0,2025-12-30,08:48,240
1,3,2025-12-30,09:01,226
1,2,2025-12-30,09:01,250
1,2,2025-12-30,09:01,259
1,0,2025-12-30,09:01,251
2,0,2025-12-30,09:01,376
2,1,2025-12-30,09:01,368
2,3,2025-12-30,09:01,372
2,2,2025-12-30,09:01,354
3,-1,2025-12-30,09:01,823
3,1,2025-12-30,09:01,358
3,-1,2025-12-30,09:01,357
3,3,2025-12-30,09:01,364
3,2,2025-12-30,09:01,389
4,5,2025-12-30,09:01,476
4,7,2025-12-30,09:01,485
4,2,2025-12-30,09:01,623
4,4,2025-12-30,09:01,462
5,2,2025-12-30,09:01,382
5,0,2025-12-30,09:01,386
5,0,2025-12-30,09:01,366
5,1,2025-12-30,09:01,366
5,-1,2025-12-30,09:01,373
5,1,2025-12-30,09:01,359
5,-1,2025-12-30,09:01,361
6,-1,2025-12-30,09:01,316
6,0,2025-12-30,09:01,322
6,1,2025-12-30,09:01,302
7,1,2025-12-30,09:01,263
7,3,2025-12-30,09:01,241
7,1,2025-12-30,09:01,203
8,0,2025-12-30,09:01,380
8,1,2025-12-30,09:01,387
8,2,2025-12-30,09:01,356
8,1,2025-12-30,09:01,378
9,1,2025-12-30,09:01,257
9,0,2025-12-30,09:01,262
9,-1,2025-12-30,09:01,006
9,3,2025-12-30,09:01,136
10,3,2025-12-30,09:02,486
10,3,2025-12-30,09:02,612
10,2,2025-12-30,09:02,470
11,2,2025-12-30,09:02,405
11,0,2025-12-30,09:02,401
11,1,2025-12-30,09:02,013
11,0,2025-12-30,09:02,511
12,1,2025-12-30,09:02,310
12,2,2025-12-30,09:02,008
13,7,2025-12-30,09:02,204
13,3,2025-12-30,09:02,005
14,3,2025-12-30,09:02,410
14,3,2025-12-30,09:02,017
15,2,2025-12-30,09:02,003
15,3,2025-12-30,09:02,207
16,6,2025-12-30,09:02,613
16,0,2025-12-30,09:02,457
16,2,2025-12-30,09:02,614
16,0,2025-12-30,09:02,477
17,0,2025-12-30,09:02,383
17,1,2025-12-30,09:02,365
17,2,2025-12-30,09:02,375
18,0,2025-12-30,09:02,232
18,3,2025-12-30,09:02,216
19,5,2025-12-30,09:02,622
19,3,2025-12-30,09:02,653
19,-1,2025-12-30,09:02,465
19,0,2025-12-30,09:02,467
20,0,2025-12-30,09:02,510
20,3,2025-12-30,09:02,018
20,2,2025-12-30,09:02,505
20,0,2025-12-30,09:02,016
21,3,2025-12-30,09:02,616
21,1,2025-12-30,09:02,611
21,-1,2025-12-30,09:02,464
21,2,2025-12-30,09:02,619
21,1,2025-12-30,09:02,626
21,0,2025-12-30,09:02,616
22,0,2025-12-30,09:02,414
22,0,2025-12-30,09:02,402
23,0,2025-12-30,09:02,305
23,0,2025-12-30,09:02,010
23,1,2025-12-30,09:02,009
24,2,2025-12-30,09:02,377
24,0,2025-12-30,09:02,808
24,0,2025-12-30,09:02,821
24,1,2025-12-30,09:02,377
25,2,2025-12-30,09:02,628
25,-1,2025-12-30,09:02,651
25,4,2025-12-30,09:02,488
25,-1,2025-12-30,09:02,460
26,0,2025-12-30,09:02,371
26,0,2025-12-30,09:02,367
26,0,2025-12-30,09:02,367
27,3,2025-12-30,09:02,011
27,1,2025-12-30,09:02,309
27,0,2025-12-30,09:02,011
28,2,2025-12-30,09:02,789
28,-1,2025-12-30,09:02,014
28,0,2025-12-30,09:02,406
28,1,2025-12-30,09:02,015
28,2,2025-12-30,09:02,789
29,0,2025-12-30,09:02,217
29,0,2025-12-30,09:02,004
30,0,2025-12-30,09:02,209
100,1,2025-12-30,09:02,461
100,0,2025-12-30,09:02,480
100,4,2025-12-30,09:02,455
100,0,2025-12-30,09:02,450
101,-1,2025-12-30,09:02,212
102,-1,2025-12-30,09:02,308
103,1,2025-12-30,09:02,222
103,2,2025-12-30,09:02,254
104,0,2025-12-30,09:02,318
105,3,2025-12-30,09:02,306
105,-1,2025-12-30,09:02,320
107,4,2025-12-30,09:02,312
108,3,2025-12-30,09:02,227
109,4,2025-12-30,09:02,211
111,1,2025-12-30,09:02,225
123,0,2025-12-30,09:02,324
123,2,2025-12-30,09:02,324
126,-1,2025-12-30,09:02,240
1,3,2025-12-30,09:35,226
1,1,2025-12-30,09:35,250
1,0,2025-12-30,09:35,251
1,1,2025-12-30,09:35,255
2,4,2025-12-30,09:35,370
2,3,2025-12-30,09:35,360
3,5,2025-12-30,09:35,357
3,0,2025-12-30,09:35,364
3,3,2025-12-30,09:35,389
3,0,2025-12-30,09:35,823
4,6,2025-12-30,09:35,485
4,0,2025-12-30,09:35,463
4,6,2025-12-30,09:35,462
4,3,2025-12-30,09:35,474
4,0,2025-12-30,09:35,476
5,2,2025-12-30,09:35,366
5,-1,2025-12-30,09:35,373
5,-4,2025-12-30,09:35,359
5,3,2025-12-30,09:35,361
5,1,2025-12-30,09:35,382
6,0,2025-12-30,09:35,322
6,0,2025-12-30,09:35,302
6,-1,2025-12-30,09:35,316
7,5,2025-12-30,09:35,219
7,2,2025-12-30,09:35,241
7,1,2025-12-30,09:35,203
7,1,2025-12-30,09:35,253
7,-1,2025-12-30,09:35,263
8,6,2025-12-30,09:35,384
8,5,2025-12-30,09:35,378
8,0,2025-12-30,09:35,380
9,-1,2025-12-30,09:35,006
9,0,2025-12-30,09:35,136
9,3,2025-12-30,09:35,261
10,0,2025-12-30,09:35,612
10,2,2025-12-30,09:35,470
10,2,2025-12-30,09:35,470
10,3,2025-12-30,09:35,624
11,-1,2025-12-30,09:35,401
11,1,2025-12-30,09:35,013
11,2,2025-12-30,09:35,405
12,0,2025-12-30,09:35,314
12,-1,2025-12-30,09:35,008
12,-1,2025-12-30,09:35,301
12,-1,2025-12-30,09:35,310
13,2,2025-12-30,09:35,005
13,2,2025-12-30,09:35,204
14,1,2025-12-30,09:35,017
14,4,2025-12-30,09:35,410
15,1,2025-12-30,09:35,003
15,1,2025-12-30,09:35,207
15,1,2025-12-30,09:35,218
16,-1,2025-12-30,09:35,457
16,1,2025-12-30,09:35,614
16,1,2025-12-30,09:35,477
16,0,2025-12-30,09:35,621
16,0,2025-12-30,09:35,613
17,2,2025-12-30,09:35,351
17,5,2025-12-30,09:35,375
17,2,2025-12-30,09:35,824
18,0,2025-12-30,09:35,234
18,2,2025-12-30,09:35,229
18,1,2025-12-30,09:35,002
19,2,2025-12-30,09:35,653
19,3,2025-12-30,09:35,468
19,4,2025-12-30,09:36,467
19,0,2025-12-30,09:36,618
19,2,2025-12-30,09:36,622
20,4,2025-12-30,09:36,018
20,2,2025-12-30,09:36,505
20,2,2025-12-30,09:36,020
20,0,2025-12-30,09:36,510
21,3,2025-12-30,09:36,464
21,1,2025-12-30,09:36,472
21,0,2025-12-30,09:36,619
21,-1,2025-12-30,09:36,626
21,2,2025-12-30,09:36,616
21,4,2025-12-30,09:36,611
21,0,2025-12-30,09:36,464
22,-1,2025-12-30,09:36,512
23,1,2025-12-30,09:36,010
23,1,2025-12-30,09:36,305
24,0,2025-12-30,09:36,379
24,1,2025-12-30,09:36,821
24,1,2025-12-30,09:36,808
24,0,2025-12-30,09:36,379
25,1,2025-12-30,09:36,651
25,1,2025-12-30,09:36,488
25,-1,2025-12-30,09:36,460
25,0,2025-12-30,09:36,628
26,0,2025-12-30,09:36,367
26,1,2025-12-30,09:36,388
26,1,2025-12-30,09:36,371
27,2,2025-12-30,09:36,309
27,1,2025-12-30,09:36,011
28,1,2025-12-30,09:36,015
28,-1,2025-12-30,09:36,014
28,0,2025-12-30,09:36,015
28,-2,2025-12-30,09:36,789
28,2,2025-12-30,09:36,406
29,2,2025-12-30,09:36,231
30,0,2025-12-30,09:36,209
100,6,2025-12-30,09:36,483
100,4,2025-12-30,09:36,480
100,3,2025-12-30,09:36,450
100,2,2025-12-30,09:36,461
101,0,2025-12-30,09:36,212
101,0,2025-12-30,09:36,212
102,0,2025-12-30,09:36,308
102,1,2025-12-30,09:36,308
103,0,2025-12-30,09:36,254
103,-1,2025-12-30,09:36,215
104,1,2025-12-30,09:36,318
105,2,2025-12-30,09:36,320
105,1,2025-12-30,09:36,306
107,1,2025-12-30,09:36,312
108,2,2025-12-30,09:36,227
109,1,2025-12-30,09:36,211
111,-1,2025-12-30,09:36,225
112,0,2025-12-30,09:36,205
112,-1,2025-12-30,09:36,205
123,1,2025-12-30,09:36,324
142,0,2025-12-30,09:36,926
1,2,2025-12-30,09:50,250
1,0,2025-12-30,09:50,259
1,0,2025-12-30,09:50,255
1,1,2025-12-30,09:50,226
2,4,2025-12-30,09:50,370
2,3,2025-12-30,09:50,372
2,3,2025-12-30,09:50,360
2,2,2025-12-30,09:50,376
3,-1,2025-12-30,09:50,364
3,1,2025-12-30,09:50,389
3,0,2025-12-30,09:50,823
3,3,2025-12-30,09:50,358
4,1,2025-12-30,09:50,463
4,3,2025-12-30,09:50,623
4,3,2025-12-30,09:50,474
4,4,2025-12-30,09:50,476
5,0,2025-12-30,09:50,373
5,3,2025-12-30,09:50,359
5,-2,2025-12-30,09:50,361
5,0,2025-12-30,09:50,382
5,2,2025-12-30,09:50,382
5,-1,2025-12-30,09:50,386
6,1,2025-12-30,09:50,302
6,3,2025-12-30,09:50,322
7,6,2025-12-30,09:50,219
7,3,2025-12-30,09:50,241
7,0,2025-12-30,09:50,203
7,2,2025-12-30,09:50,253
7,1,2025-12-30,09:50,263
8,5,2025-12-30,09:50,384
8,1,2025-12-30,09:50,356
8,1,2025-12-30,09:50,380
8,1,2025-12-30,09:50,387
9,1,2025-12-30,09:50,136
9,0,2025-12-30,09:50,138
9,4,2025-12-30,09:51,261
9,0,2025-12-30,09:51,262
10,0,2025-12-30,09:51,470
10,4,2025-12-30,09:51,624
10,-1,2025-12-30,09:51,486
11,2,2025-12-30,09:51,013
11,-1,2025-12-30,09:51,511
11,1,2025-12-30,09:51,405
11,-1,2025-12-30,09:51,401
12,1,2025-12-30,09:51,008
12,0,2025-12-30,09:51,310
13,1,2025-12-30,09:51,005
13,3,2025-12-30,09:51,204
14,1,2025-12-30,09:51,017
14,1,2025-12-30,09:51,017
15,0,2025-12-30,09:51,207
15,2,2025-12-30,09:51,218
16,3,2025-12-30,09:51,614
16,1,2025-12-30,09:51,477
16,0,2025-12-30,09:51,613
16,2,2025-12-30,09:51,457
17,2,2025-12-30,09:51,351
17,2,2025-12-30,09:51,365
17,0,2025-12-30,09:51,824
17,1,2025-12-30,09:51,383
18,0,2025-12-30,09:51,234
18,1,2025-12-30,09:51,216
18,1,2025-12-30,09:51,002
19,2,2025-12-30,09:51,468
19,3,2025-12-30,09:51,465
19,0,2025-12-30,09:51,618
19,3,2025-12-30,09:51,622
20,2,2025-12-30,09:51,505
20,1,2025-12-30,09:51,016
20,2,2025-12-30,09:51,020
20,0,2025-12-30,09:51,510
21,3,2025-12-30,09:51,472
21,2,2025-12-30,09:51,619
21,1,2025-12-30,09:51,626
21,6,2025-12-30,09:51,611
21,2,2025-12-30,09:51,464
21,0,2025-12-30,09:51,472
22,1,2025-12-30,09:51,512
23,0,2025-12-30,09:51,009
23,1,2025-12-30,09:51,305
24,1,2025-12-30,09:51,821
24,-1,2025-12-30,09:51,377
24,1,2025-12-30,09:51,808
24,0,2025-12-30,09:51,379
24,0,2025-12-30,09:51,821
25,3,2025-12-30,09:51,488
25,1,2025-12-30,09:51,628
25,-1,2025-12-30,09:51,651
26,3,2025-12-30,09:51,388
26,2,2025-12-30,09:51,371
27,-2,2025-12-30,09:51,309
27,-1,2025-12-30,09:51,011
27,0,2025-12-30,09:51,309
28,2,2025-12-30,09:51,015
28,0,2025-12-30,09:51,014
28,1,2025-12-30,09:51,789
28,0,2025-12-30,09:51,015
28,4,2025-12-30,09:51,406
28,0,2025-12-30,09:51,014
29,3,2025-12-30,09:51,004
29,3,2025-12-30,09:51,231
30,0,2025-12-30,09:51,209
30,1,2025-12-30,09:51,209
100,4,2025-12-30,09:51,480
